name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
NYC Public Outdoor Pools Open for the Season,"Outdoor pool hours are from 11:00 a.m. through 7:00 p.m. daily, with a break for pool cleaning between 3:00 p.m. and 4:00 p.m. \n Our pools will remain open this summer for general swim. Pool hours will remain the same: 11:00 a.m. - 3:00 p.m., and 4:00 p.m. - 7:00 p.m.",Locations across all five boroughs,,,Locations across all five boroughs,2026-08-01T00:01:00.000-04:00,,new york,Free,"Parks & Recreation,Featured",https://publish-p136379-e1368845.adobeaemcloud.com/content/dam/nycgov/events/feature/spring-summer-lap-swim-2.jpg,,https://www1.nyc.gov/events/nyc-public-outdoor-pools-open-for-the-season/386373/36,false
NYC Restaurant Week,"NYC Restaurant Week returns! From July 20 to August 16, explore the five boroughs through specially priced prix-fixe menus at hundreds of participating restaurants. Reservations open on July 14. \n \n Photo courtesy of Lanna Apisukh.",Check website for a list of participating restaurants,,,Check website for a list of participating restaurants,2026-08-01T00:01:00.000-04:00,,new york,Cultural,"Featured,General Events",https://publish-p136379-e1368845.adobeaemcloud.com/content/dam/nycgov/events/feature/nyc_restaurant_week.jpg,,https://www1.nyc.gov/events/nyc-restaurant-week/296362/13,
Down to Earth Chelsea Farmers Market,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,WEST   23 STREET between 8 AVENUE and 9 AVENUE  Manhattan,,,WEST   23 STREET between 8 AVENUE and 9 AVENUE  Manhattan,2026-08-01T06:00:00.000-04:00,2026-08-01T18:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/down-to-earth-chelsea-farmers-market/1045196/9,
Inwood Greenmarket Saturday,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,ISHAM STREET between SEAMAN AVENUE and COOPER STREET  Manhattan,,,ISHAM STREET between SEAMAN AVENUE and COOPER STREET  Manhattan,2026-08-01T06:00:00.000-04:00,2026-08-01T17:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/inwood-greenmarket-saturday/1045816/30,
East New York Farmers Market,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,SCHENCK AVENUE between NEW LOTS AVENUE and LIVONIA AVENUE  Brooklyn,,,SCHENCK AVENUE between NEW LOTS AVENUE and LIVONIA AVENUE  Brooklyn,2026-08-01T07:00:00.000-04:00,2026-08-01T17:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/east-new-york-farmers-market/1045256/6,
Summer Streets: Manhattan,"Park Avenue and connecting streets from Brooklyn Bridge to Broadway and Dyckman Street will be open for people to play, walk, and bike from 7am to 3pm. \n Our city's usual traffic noise and honking horns will be replaced with open streets teeming with walkers, bikers, runners, and performers. Discover a wealth of free cultural programs, performances, fitness classes, interactive art, giveaways, and much more as you experience the city in this whole new way. \n Route \n \n Lafayette Street and Park Avenue between Brooklyn Bridge and East 110 Street \n East 110 Street between Park Avenue and Broadway \n Adam Clayton Powell Jr Boulevard between West 110 and West 113 Street \n Broadway between 110 Street and Dyckman Street \n \n This year's event occurs on July 25 in Queens and Staten Island, August 1, 8, and 15 in Manhattan, and August 22 in Brooklyn and the Bronx. \n Visit nyc.gov\/summerstreets for location details and programming updates. \n Summers Streets is a rain or shine event.",Brooklyn Bridge to Broadway and Dyckman Street,,,Brooklyn Bridge to Broadway and Dyckman Street,2026-08-01T07:00:00.000-04:00,2026-08-01T15:00:00.000-04:00,new york,Environment,"Free,Street and Neighborhood,Kids and Family,Featured,General Events",https://publish-p136379-e1368845.adobeaemcloud.com/content/dam/nycgov/events/feature/summer_streets.jpg,,https://www1.nyc.gov/events/summer-streets-manhattan/578676/1,false
57 Street Saturday Greenmarket,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,10 AVENUE between WEST   57 STREET and WEST   58 STREET  Manhattan,,,10 AVENUE between WEST   57 STREET and WEST   58 STREET  Manhattan,2026-08-01T08:00:00.000-04:00,2026-08-01T18:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/57-street-saturday-greenmarket/1044376/9,
82 Street Greenmarket Saturday,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,EAST   82 STREET between 1 AVENUE and YORK AVENUE  Manhattan,,,EAST   82 STREET between 1 AVENUE and YORK AVENUE  Manhattan,2026-08-01T08:00:00.000-04:00,2026-08-01T17:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/82-street-greenmarket-saturday/1044416/31,
HHFM Lenox Avenue Market,Farmers Market Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,LENOX AVENUE between WEST  117 STREET and WEST  118 STREET  Manhattan,,,LENOX AVENUE between WEST  117 STREET and WEST  118 STREET  Manhattan,2026-08-01T08:00:00.000-04:00,2026-08-01T15:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/hhfm-lenox-avenue-market/1045676/10,
Old Cathedral Outdoor Market,Sidewalk Sale Learn about related weekend street closures Learn about related weekly street closures Visit the NYC Street Closures Map,PRINCE STREET between MULBERRY STREET and MOTT STREET  Manhattan,,,PRINCE STREET between MULBERRY STREET and MOTT STREET  Manhattan,2026-08-01T08:00:00.000-04:00,2026-08-01T20:00:00.000-04:00,new york,Street and Neighborhood,,,,https://www1.nyc.gov/events/old-cathedral-outdoor-market/1046196/62,
